year,industry1,industry2,occupation1,retrench
2003,construction,construction,"clerical, sales and services workers",100
2003,construction,construction,"production and transport operators, cleaners and labourers",410
2003,services,wholesale and retail trade,total,2440
2003,services,wholesale and retail trade,"professionals, managers, executives and technicians",950
2003,services,wholesale and retail trade,"clerical, sales and services workers",930
2003,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",560
2003,services,transport and storage,total,2090
2003,services,transport and storage,"professionals, managers, executives and technicians",680
2003,services,transport and storage,"clerical, sales and services workers",790
2003,services,transport and storage,"production and transport operators, cleaners and labourers",620
2003,services,hotels and restaurants,total,430
2003,services,hotels and restaurants,"professionals, managers, executives and technicians",80
2003,services,hotels and restaurants,"clerical, sales and services workers",260
2003,services,hotels and restaurants,"production and transport operators, cleaners and labourers",100
2003,services,information and communications,total,880
2003,services,information and communications,"professionals, managers, executives and technicians",770
2003,services,information and communications,"clerical, sales and services workers",100
2003,services,information and communications,"production and transport operators, cleaners and labourers",10
2003,services,financial services,total,1550
2003,services,financial services,"professionals, managers, executives and technicians",970
2003,services,financial services,"clerical, sales and services workers",490
2003,services,financial services,"production and transport operators, cleaners and labourers",90
2003,services,real estate and leasing services,total,130
2003,services,real estate and leasing services,"professionals, managers, executives and technicians",40
2003,services,real estate and leasing services,"clerical, sales and services workers",70
2003,services,real estate and leasing services,"production and transport operators, cleaners and labourers",30
2003,services,professionals services,total,760
2003,services,professionals services,"professionals, managers, executives and technicians",440
2003,services,professionals services,"clerical, sales and services workers",170
